Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Meta: _custom_product_text_field
variation,0024-Ro-376,Radiant Whisper - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.68g | Diamond Weight: 1.58 carats,,,taxable,,1,10,2,0,0,2.68,,,,0,,,50768.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0024-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0024-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0024-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0024-R4.jpg",,,PARENT-60-0024,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - SR 0024 | Gold Weight: 2.68g | Gold Purity: 18kt | Diamond Weight: 1.58 ct | Diamond Count: 18 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-61-0025,Lustrous Bloom,1,0,visible,Category: Rings | 1.6 ct diamonds | 3.4g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.6 carats<br>• Count: 14 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.4 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,3.4,,,,1,,,58340.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0025-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC - SR 0025 | Gold Weight: 3.4g | Gold Purity: 18kt | Diamond Weight: 1.6 ct | Diamond Count: 14 | Diamond Shapes: Round | Diamond Quality: VS
variation,0025-Ro-377,Lustrous Bloom - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.4g | Diamond Weight: 1.6 carats,,,taxable,,1,10,2,0,0,3.4,,,,0,,,58340.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0025-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R4.jpg",,,PARENT-61-0025,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - SR 0025 | Gold Weight: 3.4g | Gold Purity: 18kt | Diamond Weight: 1.6 ct | Diamond Count: 14 | Diamond Shapes: Round | Diamond Quality: VS
variation,0025-Ro-378,Lustrous Bloom - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.4g | Diamond Weight: 1.6 carats,,,taxable,,1,10,2,0,0,3.4,,,,0,,,58340.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0025-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R4.jpg",,,PARENT-61-0025,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - SR 0025 | Gold Weight: 3.4g | Gold Purity: 18kt | Diamond Weight: 1.6 ct | Diamond Count: 14 | Diamond Shapes: Round | Diamond Quality: VS
variation,0025-Ro-379,Lustrous Bloom - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.4g | Diamond Weight: 1.6 carats,,,taxable,,1,10,2,0,0,3.4,,,,0,,,58340.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0025-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0025-R4.jpg",,,PARENT-61-0025,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - SR 0025 | Gold Weight: 3.4g | Gold Purity: 18kt | Diamond Weight: 1.6 ct | Diamond Count: 14 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-62-0103,Celestial Grandeu,1,0,visible,Category: Rings | 3.4 ct diamonds | 3.59g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 3.4 carats<br>• Count: 16 diamonds<br>• Shapes: Round, Cushion<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.59 grams<br>• Purity: 18kt<br>",,,taxable,,1,,,0,0,3.59,,,,1,,,87259.0,Rings,"Round Diamond, Rings, Cushion Diamond, Rose Gold, VS Quality",,"https://rareregalia.com/wp-content/uploads/2025/07/0103-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,"Style Number: DOC -  0103 | Gold Weight: 3.59g | Gold Purity: 18kt | Diamond Weight: 3.4 ct | Diamond Count: 16 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0103-Ro-380,Celestial Grandeu - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.59g | Diamond Weight: 3.4 carats,,,taxable,,1,10,2,0,0,3.59,,,,0,,,87259.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0103-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R4.jpg",,,PARENT-62-0103,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0103 | Gold Weight: 3.59g | Gold Purity: 18kt | Diamond Weight: 3.4 ct | Diamond Count: 16 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0103-Ro-381,Celestial Grandeu - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.59g | Diamond Weight: 3.4 carats,,,taxable,,1,10,2,0,0,3.59,,,,0,,,87259.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0103-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R4.jpg",,,PARENT-62-0103,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0103 | Gold Weight: 3.59g | Gold Purity: 18kt | Diamond Weight: 3.4 ct | Diamond Count: 16 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0103-Ro-382,Celestial Grandeu - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.59g | Diamond Weight: 3.4 carats,,,taxable,,1,10,2,0,0,3.59,,,,0,,,87259.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0103-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0103-R4.jpg",,,PARENT-62-0103,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0103 | Gold Weight: 3.59g | Gold Purity: 18kt | Diamond Weight: 3.4 ct | Diamond Count: 16 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variable,PARENT-63-0111,Radiant Vow,1,0,visible,Category: Rings | 2.89 ct diamonds | 4.23g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 2.89 carats<br>• Count: 10 diamonds<br>• Shapes: Round, Cushion<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 4.23 grams<br>• Purity: 18kt<br>",,,taxable,,1,,,0,0,4.23,,,,1,,,86073.0,Rings,"Round Diamond, Rings, Cushion Diamond, Rose Gold, VS Quality",,"https://rareregalia.com/wp-content/uploads/2025/07/0111-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,"Style Number: DOC -  0111 | Gold Weight: 4.23g | Gold Purity: 18kt | Diamond Weight: 2.89 ct | Diamond Count: 10 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0111-Ro-383,Radiant Vow - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.23g | Diamond Weight: 2.89 carats,,,taxable,,1,10,2,0,0,4.23,,,,0,,,86073.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0111-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R4.jpg",,,PARENT-63-0111,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0111 | Gold Weight: 4.23g | Gold Purity: 18kt | Diamond Weight: 2.89 ct | Diamond Count: 10 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0111-Ro-384,Radiant Vow - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.23g | Diamond Weight: 2.89 carats,,,taxable,,1,10,2,0,0,4.23,,,,0,,,86073.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0111-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R4.jpg",,,PARENT-63-0111,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0111 | Gold Weight: 4.23g | Gold Purity: 18kt | Diamond Weight: 2.89 ct | Diamond Count: 10 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0111-Ro-385,Radiant Vow - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.23g | Diamond Weight: 2.89 carats,,,taxable,,1,10,2,0,0,4.23,,,,0,,,86073.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0111-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0111-R4.jpg",,,PARENT-63-0111,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0111 | Gold Weight: 4.23g | Gold Purity: 18kt | Diamond Weight: 2.89 ct | Diamond Count: 10 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variable,PARENT-64-0132,Eternal Grace,1,0,visible,Category: Rings | 1.18 ct diamonds | 3.81g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.18 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.81 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,3.81,,,,1,,,86073.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0132-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC -  0132 | Gold Weight: 3.81g | Gold Purity: 18kt | Diamond Weight: 1.18 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0132-Ro-386,Eternal Grace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.81g | Diamond Weight: 1.18 carats,,,taxable,,1,10,2,0,0,3.81,,,,0,,,86073.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0132-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R4.jpg",,,PARENT-64-0132,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0132 | Gold Weight: 3.81g | Gold Purity: 18kt | Diamond Weight: 1.18 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0132-Ro-387,Eternal Grace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.81g | Diamond Weight: 1.18 carats,,,taxable,,1,10,2,0,0,3.81,,,,0,,,86073.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0132-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R4.jpg",,,PARENT-64-0132,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0132 | Gold Weight: 3.81g | Gold Purity: 18kt | Diamond Weight: 1.18 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0132-Ro-388,Eternal Grace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.81g | Diamond Weight: 1.18 carats,,,taxable,,1,10,2,0,0,3.81,,,,0,,,86073.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0132-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0132-R4.jpg",,,PARENT-64-0132,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0132 | Gold Weight: 3.81g | Gold Purity: 18kt | Diamond Weight: 1.18 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-65-0133,Radiant Embrace,1,0,visible,Category: Rings | 1.2 ct diamonds | 4.45g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.2 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 4.45 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,4.45,,,,1,,,65874.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0133-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC -  0133 | Gold Weight: 4.45g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0133-Ro-389,Radiant Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.45g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,4.45,,,,0,,,65874.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0133-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R4.jpg",,,PARENT-65-0133,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0133 | Gold Weight: 4.45g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0133-Ro-390,Radiant Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.45g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,4.45,,,,0,,,65874.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0133-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R4.jpg",,,PARENT-65-0133,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0133 | Gold Weight: 4.45g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0133-Ro-391,Radiant Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.45g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,4.45,,,,0,,,65874.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0133-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0133-R4.jpg",,,PARENT-65-0133,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0133 | Gold Weight: 4.45g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-66-0134,Celeste Solitaire,1,0,visible,Category: Rings | 1.2 ct diamonds | 4.74g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.2 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 4.74 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,4.74,,,,1,,,65874.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0134-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC -  0134 | Gold Weight: 4.74g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0134-Ro-392,Celeste Solitaire - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.74g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,4.74,,,,0,,,65874.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0134-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R4.jpg",,,PARENT-66-0134,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0134 | Gold Weight: 4.74g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0134-Ro-393,Celeste Solitaire - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.74g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,4.74,,,,0,,,65874.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0134-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R4.jpg",,,PARENT-66-0134,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0134 | Gold Weight: 4.74g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0134-Ro-394,Celeste Solitaire - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 4.74g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,4.74,,,,0,,,65874.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0134-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0134-R4.jpg",,,PARENT-66-0134,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0134 | Gold Weight: 4.74g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-67-0139,Aurora Embrace,1,0,visible,Category: Rings | 1.2 ct diamonds | 3.52g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.2 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.52 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,3.52,,,,1,,,53552.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0139-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC -  0139 | Gold Weight: 3.52g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0139-Ro-395,Aurora Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.52g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,3.52,,,,0,,,53552.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0139-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R4.jpg",,,PARENT-67-0139,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0139 | Gold Weight: 3.52g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0139-Ro-396,Aurora Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.52g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,3.52,,,,0,,,53552.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0139-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R4.jpg",,,PARENT-67-0139,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0139 | Gold Weight: 3.52g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0139-Ro-397,Aurora Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.52g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,3.52,,,,0,,,53552.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0139-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0139-R4.jpg",,,PARENT-67-0139,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0139 | Gold Weight: 3.52g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-68-0135,Radiant Embrace,1,0,visible,Category: Rings | 1.2 ct diamonds | 5.03g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.2 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 5.03 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,5.03,,,,1,,,68803.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0135-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC -  0135 | Gold Weight: 5.03g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
