Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Meta: _custom_product_text_field
variation,0135-Ro-398,Radiant Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 5.03g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,5.03,,,,0,,,68803.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0135-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R4.jpg",,,PARENT-68-0135,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0135 | Gold Weight: 5.03g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0135-Ro-399,Radiant Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 5.03g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,5.03,,,,0,,,68803.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0135-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R4.jpg",,,PARENT-68-0135,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0135 | Gold Weight: 5.03g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0135-Ro-400,Radiant Embrace - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 5.03g | Diamond Weight: 1.2 carats,,,taxable,,1,10,2,0,0,5.03,,,,0,,,68803.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0135-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0135-R4.jpg",,,PARENT-68-0135,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0135 | Gold Weight: 5.03g | Gold Purity: 18kt | Diamond Weight: 1.2 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-69-0162,Celeste Halo,1,0,visible,Category: Rings | 3.04 ct diamonds | 3.33g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 3.04 carats<br>• Count: 8 diamonds<br>• Shapes: Round, Cushion<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.33 grams<br>• Purity: 18kt<br>",,,taxable,,1,,,0,0,3.33,,,,1,,,79233.0,Rings,"Round Diamond, Rings, Cushion Diamond, Rose Gold, VS Quality",,"https://rareregalia.com/wp-content/uploads/2025/07/0162-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,"Style Number: DOC -  0162 | Gold Weight: 3.33g | Gold Purity: 18kt | Diamond Weight: 3.04 ct | Diamond Count: 8 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0162-Ro-401,Celeste Halo - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.33g | Diamond Weight: 3.04 carats,,,taxable,,1,10,2,0,0,3.33,,,,0,,,79233.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0162-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R4.jpg",,,PARENT-69-0162,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0162 | Gold Weight: 3.33g | Gold Purity: 18kt | Diamond Weight: 3.04 ct | Diamond Count: 8 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0162-Ro-402,Celeste Halo - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.33g | Diamond Weight: 3.04 carats,,,taxable,,1,10,2,0,0,3.33,,,,0,,,79233.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0162-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R4.jpg",,,PARENT-69-0162,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0162 | Gold Weight: 3.33g | Gold Purity: 18kt | Diamond Weight: 3.04 ct | Diamond Count: 8 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variation,0162-Ro-403,Celeste Halo - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.33g | Diamond Weight: 3.04 carats,,,taxable,,1,10,2,0,0,3.33,,,,0,,,79233.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0162-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0162-R4.jpg",,,PARENT-69-0162,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,"Style Number: DOC -  0162 | Gold Weight: 3.33g | Gold Purity: 18kt | Diamond Weight: 3.04 ct | Diamond Count: 8 | Diamond Shapes: Round, Cushion | Diamond Quality: VS"
variable,PARENT-7-17046,Eternal Love Dangler Earrings,1,0,visible,Category: Earrings | 0.73 ct diamonds | 3.2633391999999994g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.73 carats<br>• Count: 32 diamonds<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 3.2633391999999994 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,3.26,,,,1,,,,Earrings,"nan Quality, Earrings, Rose Gold, nan Diamond",,https://rareregalia.com/wp-content/uploads/2025/07/17046-R1.jpg,,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 3.2633391999999994g | Gold Purity: 18kt | Diamond Weight: 0.73 ct | Diamond Count: 32 | Diamond Shapes: nan | Diamond Quality: nan
variation,17046-Ro-14,Eternal Love Dangler Earrings - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 3.2633391999999994g | Diamond Weight: 0.73 carats,,,taxable,,1,10,2,0,0,3.26,,,,0,,,,,,,https://rareregalia.com/wp-content/uploads/2025/07/17046-R1.jpg,,,PARENT-7-17046,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 3.2633391999999994g | Gold Purity: 18kt | Diamond Weight: 0.73 ct | Diamond Count: 32 | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-70-0184,Aegis Bold,1,0,visible,Category: Rings | 1.19 ct diamonds | 7.24g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 1.19 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 7.24 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,7.24,,,,1,,,90974.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0184-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC -  0184 | Gold Weight: 7.24g | Gold Purity: 18kt | Diamond Weight: 1.19 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0184-Ro-404,Aegis Bold - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 7.24g | Diamond Weight: 1.19 carats,,,taxable,,1,10,2,0,0,7.24,,,,0,,,90974.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0184-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R4.jpg",,,PARENT-70-0184,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0184 | Gold Weight: 7.24g | Gold Purity: 18kt | Diamond Weight: 1.19 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0184-Ro-405,Aegis Bold - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 7.24g | Diamond Weight: 1.19 carats,,,taxable,,1,10,2,0,0,7.24,,,,0,,,90974.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0184-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R4.jpg",,,PARENT-70-0184,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0184 | Gold Weight: 7.24g | Gold Purity: 18kt | Diamond Weight: 1.19 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,0184-Ro-406,Aegis Bold - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 7.24g | Diamond Weight: 1.19 carats,,,taxable,,1,10,2,0,0,7.24,,,,0,,,90974.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0184-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0184-R4.jpg",,,PARENT-70-0184,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC -  0184 | Gold Weight: 7.24g | Gold Purity: 18kt | Diamond Weight: 1.19 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-71-0631,Aura Band,1,0,visible,Category: Rings | 0.16 ct diamonds | 1.79g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.16 carats<br>• Count: 20 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 1.79 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, White Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,1.79,,,,1,,,20479.0,Rings,"VS Quality, Round Diamond, Rose Gold, Rings",,"https://rareregalia.com/wp-content/uploads/2025/07/0631-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | White Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC - SR 0631 | Gold Weight: 1.79g | Gold Purity: 18kt | Diamond Weight: 0.16 ct | Diamond Count: 20 | Diamond Shapes: Round | Diamond Quality: VS
variation,0631-Ro-407,Aura Band - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.79g | Diamond Weight: 0.16 carats,,,taxable,,1,10,2,0,0,1.79,,,,0,,,20479.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0631-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-R4.jpg",,,PARENT-71-0631,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - SR 0631 | Gold Weight: 1.79g | Gold Purity: 18kt | Diamond Weight: 0.16 ct | Diamond Count: 20 | Diamond Shapes: Round | Diamond Quality: VS
variation,0631-Wh-408,Aura Band - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 1.79g | Diamond Weight: 0.16 carats,,,taxable,,1,10,2,0,0,1.79,,,,0,,,20479.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0631-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-W4.jpg",,,PARENT-71-0631,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - SR 0631 | Gold Weight: 1.79g | Gold Purity: 18kt | Diamond Weight: 0.16 ct | Diamond Count: 20 | Diamond Shapes: Round | Diamond Quality: VS
variation,0631-Ye-409,Aura Band - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 1.79g | Diamond Weight: 0.16 carats,,,taxable,,1,10,2,0,0,1.79,,,,0,,,20479.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/0631-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/0631-Y4.jpg",,,PARENT-71-0631,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - SR 0631 | Gold Weight: 1.79g | Gold Purity: 18kt | Diamond Weight: 0.16 ct | Diamond Count: 20 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-72-19001,Everlume Engagement Ring,1,0,visible,Category: Rings | 0.51 ct diamonds | 2.9259776g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.51 carats<br>• Count: 1 diamonds<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 2.9259776 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, White Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,2.93,,,,1,,,37243.0 - 80593.0,Rings,"nan Quality, Rose Gold, Rings, nan Diamond",,"https://rareregalia.com/wp-content/uploads/2025/07/19001-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | White Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ro-410,Everlume Engagement Ring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,44293.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ro-411,Everlume Engagement Ring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,75043.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ro-412,Everlume Engagement Ring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,77893.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ro-413,Everlume Engagement Ring - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,80593.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-R4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Wh-414,Everlume Engagement Ring - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,37243.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Wh-415,Everlume Engagement Ring - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,45303.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Wh-416,Everlume Engagement Ring - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,54122.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Wh-417,Everlume Engagement Ring - White Gold 14kt,1,0,visible,,Metal: White Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,63140.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-W1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-W4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,White Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ye-418,Everlume Engagement Ring - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,37243.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ye-419,Everlume Engagement Ring - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,45303.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ye-420,Everlume Engagement Ring - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,54122.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variation,19001-Ye-421,Everlume Engagement Ring - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 2.9259776g | Diamond Weight: 0.51 carats,,,taxable,,1,10,2,0,0,2.93,,,,0,,,63140.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/19001-Y1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19001-Y4.jpg",,,PARENT-72-19001,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 2.9259776g | Gold Purity: 18kt | Diamond Weight: 0.51 ct | Diamond Count: 1 | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-73-19002,Regalia Engagement Ring,1,0,visible,Category: Rings | 0.55 ct diamonds | 2.9345183999999995g gold,"<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.55 carats<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 2.9345183999999995 grams<br>• Purity: 18kt<br><br><br><strong>Available Options:</strong><br>• Metal Types: Rose Gold, White Gold, Yellow Gold<br>",,,taxable,,1,,,0,0,2.93,,,,1,,,37843.0 - 68408.0,Rings,"nan Quality, Rose Gold, Rings, nan Diamond",,"https://rareregalia.com/wp-content/uploads/2025/07/19002-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19002-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19002-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/19002-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold | White Gold | Yellow Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 2.9345183999999995g | Gold Purity: 18kt | Diamond Weight: 0.55 ct | Diamond Shapes: nan | Diamond Quality: nan
